Check Number,Check Category,Check Description,Check Query,Check Table Name,Check Column Name,Check Status,Rows Scanned,Rows Failed,Check Run Date,Remarks
8507,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,refunds,column_6,pass,626,574,2023-09-18 17:29:49,
1463,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,products,column_1,fail,621,210,2023-03-31 11:51:09,Remark
5863,accuracy,Check for accuracy,SELECT * FROM purchase_transactions WHERE condition,sales,column_1,fail,695,170,2023-09-05 17:30:23,
5356,completeness,Check for completeness,SELECT * FROM users WHERE condition,payments,column_9,pass,762,686,2023-08-27 09:37:42,Remark
1847,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,invoices,column_9,fail,259,125,2023-01-14 11:15:34,Remark
5428,uniqueness,Check for uniqueness,SELECT * FROM products WHERE condition,orders,column_8,pass,246,85,2023-09-03 13:30:41,Remark
6110,datafreshness,Check for datafreshness,SELECT * FROM subscribers WHERE condition,invoice_payments,column_6,pass,542,306,2023-02-23 07:18:24,Remark
3848,uniqueness,Check for uniqueness,SELECT * FROM discounts WHERE condition,orders,column_5,pass,149,83,2023-02-06 01:49:57,Remark
8826,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,products,column_2,pass,360,326,2023-07-31 14:57:09,
6761,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,invoices,column_1,fail,235,175,2023-02-02 11:20:07,
3160,completeness,Check for completeness,SELECT * FROM purchase_transactions WHERE condition,admins,column_3,pass,764,663,2023-05-29 10:23:02,
7355,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,products,column_10,fail,978,920,2023-01-24 06:26:36,
4628,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,payments,column_4,fail,151,50,2023-05-14 11:50:54,Remark
742,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,subscribers,column_2,pass,595,429,2023-05-24 02:50:35,Remark
9003,datafreshness,Check for datafreshness,SELECT * FROM purchase_transactions WHERE condition,sales,column_6,pass,800,467,2023-11-22 10:11:41,Remark
4852,datafreshness,Check for datafreshness,SELECT * FROM orders WHERE condition,invoices,column_2,fail,108,92,2023-07-18 20:02:55,
9464,consistency,Check for consistency,SELECT * FROM sales WHERE condition,discounts,column_4,pass,648,255,2023-08-18 18:53:38,Remark
4918,completeness,Check for completeness,SELECT * FROM admins WHERE condition,users,column_8,pass,203,116,2023-06-29 18:03:13,
1458,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,purchase_transactions,column_10,fail,850,287,2023-03-03 22:10:39,
5149,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,orders,column_5,pass,694,559,2023-10-02 03:25:19,Remark
2569,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,products,column_1,fail,172,64,2023-10-27 23:14:58,Remark
492,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,admins,column_7,pass,174,171,2023-06-02 03:20:12,
1864,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,subscribers,column_5,pass,700,284,2023-10-03 18:21:45,Remark
2912,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,invoice_payments,column_5,fail,910,651,2023-07-15 13:33:05,
436,accuracy,Check for accuracy,SELECT * FROM products WHERE condition,purchase_transactions,column_4,fail,446,432,2023-01-13 11:16:51,
6114,datafreshness,Check for datafreshness,SELECT * FROM payments WHERE condition,product_webinars,column_4,fail,479,114,2023-07-11 07:14:57,
3139,completeness,Check for completeness,SELECT * FROM discounts WHERE condition,purchase_transactions,column_7,fail,248,132,2023-10-21 22:07:56,
8438,accuracy,Check for accuracy,SELECT * FROM discounts WHERE condition,subscribers,column_7,fail,628,363,2023-06-21 12:11:50,
4440,completeness,Check for completeness,SELECT * FROM purchase_transactions WHERE condition,payments,column_2,fail,635,130,2023-01-29 07:54:30,Remark
3311,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,subscribers,column_9,fail,876,736,2023-08-23 23:32:23,Remark
2847,datafreshness,Check for datafreshness,SELECT * FROM orders WHERE condition,invoices,column_1,pass,518,487,2023-01-05 04:38:35,Remark
1435,datafreshness,Check for datafreshness,SELECT * FROM payments WHERE condition,payments,column_7,fail,253,43,2023-05-19 11:52:44,
2319,completeness,Check for completeness,SELECT * FROM orders WHERE condition,subscribers,column_9,fail,358,160,2023-06-03 19:15:07,
7210,uniqueness,Check for uniqueness,SELECT * FROM orders WHERE condition,admins,column_8,fail,645,190,2023-08-19 16:28:51,
625,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,payments,column_2,pass,614,486,2023-11-18 11:22:27,Remark
3738,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,orders,column_10,pass,680,290,2023-10-03 01:22:12,
6364,accuracy,Check for accuracy,SELECT * FROM admins WHERE condition,product_webinars,column_9,fail,790,713,2023-06-09 12:39:08,
1429,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,purchase_transactions,column_4,pass,564,469,2023-02-02 10:43:59,
898,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,product_webinars,column_6,fail,441,438,2023-10-20 01:35:20,Remark
2330,accuracy,Check for accuracy,SELECT * FROM invoices WHERE condition,admins,column_10,fail,736,450,2023-02-28 14:12:05,
9887,datafreshness,Check for datafreshness,SELECT * FROM purchase_transactions WHERE condition,discounts,column_5,fail,519,488,2023-05-04 01:43:51,Remark
8862,datafreshness,Check for datafreshness,SELECT * FROM invoice_payments WHERE condition,products,column_3,fail,427,300,2023-11-18 00:59:45,
6674,datafreshness,Check for datafreshness,SELECT * FROM orders WHERE condition,refunds,column_1,pass,661,209,2023-02-25 06:51:28,
9106,uniqueness,Check for uniqueness,SELECT * FROM product_webinars WHERE condition,purchase_transactions,column_3,pass,608,418,2023-09-21 04:16:43,Remark
5291,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,subscribers,column_10,pass,198,94,2023-04-09 05:06:29,Remark
60,consistency,Check for consistency,SELECT * FROM users WHERE condition,products,column_6,fail,985,355,2023-09-01 01:46:09,
7084,completeness,Check for completeness,SELECT * FROM subscribers WHERE condition,product_webinars,column_3,pass,908,418,2023-08-27 12:48:31,
7632,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,invoices,column_10,fail,133,52,2023-11-17 08:37:23,
6532,consistency,Check for consistency,SELECT * FROM sales WHERE condition,invoice_payments,column_7,fail,755,225,2023-04-26 22:00:53,Remark
3012,accuracy,Check for accuracy,SELECT * FROM products WHERE condition,product_webinars,column_10,fail,92,57,2023-03-04 13:07:12,
7154,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,users,column_9,pass,839,293,2023-05-11 07:14:07,Remark
5169,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,invoices,column_6,fail,164,43,2023-09-06 01:34:45,
2375,completeness,Check for completeness,SELECT * FROM discounts WHERE condition,discounts,column_8,fail,458,78,2023-01-20 19:15:12,Remark
792,completeness,Check for completeness,SELECT * FROM sales WHERE condition,payments,column_10,pass,160,76,2023-10-29 00:06:04,
4051,datafreshness,Check for datafreshness,SELECT * FROM refunds WHERE condition,users,column_2,pass,162,2,2023-07-08 19:09:13,
2286,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,payments,column_6,pass,637,355,2023-01-16 15:27:30,Remark
9878,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,purchase_transactions,column_5,fail,884,490,2023-03-10 22:25:42,
8208,completeness,Check for completeness,SELECT * FROM products WHERE condition,admins,column_2,pass,474,180,2023-04-23 12:32:39,
4946,completeness,Check for completeness,SELECT * FROM sales WHERE condition,invoices,column_6,fail,394,26,2023-03-06 13:59:42,
9283,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,invoices,column_1,fail,342,107,2023-06-17 18:15:17,Remark
3396,consistency,Check for consistency,SELECT * FROM products WHERE condition,invoice_payments,column_4,fail,427,24,2023-01-01 09:30:22,
6733,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,payments,column_6,pass,337,133,2023-08-09 11:10:33,Remark
6163,completeness,Check for completeness,SELECT * FROM orders WHERE condition,sales,column_9,fail,18,12,2023-04-30 07:17:47,
1117,datafreshness,Check for datafreshness,SELECT * FROM refunds WHERE condition,payments,column_3,fail,722,620,2023-05-24 16:42:41,
7140,uniqueness,Check for uniqueness,SELECT * FROM admins WHERE condition,sales,column_3,fail,41,14,2023-09-08 22:03:01,
8300,consistency,Check for consistency,SELECT * FROM admins WHERE condition,invoice_payments,column_8,fail,83,35,2023-08-21 10:43:39,
7762,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,discounts,column_10,pass,866,751,2023-07-29 22:05:32,Remark
2318,datafreshness,Check for datafreshness,SELECT * FROM admins WHERE condition,purchase_transactions,column_9,fail,579,566,2023-05-30 03:11:16,
2068,completeness,Check for completeness,SELECT * FROM products WHERE condition,payments,column_7,fail,703,531,2023-01-18 17:28:44,
2925,uniqueness,Check for uniqueness,SELECT * FROM orders WHERE condition,product_webinars,column_10,fail,169,103,2023-01-25 16:44:41,Remark
3725,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,payments,column_8,pass,510,346,2023-03-29 00:13:06,
3414,accuracy,Check for accuracy,SELECT * FROM invoices WHERE condition,users,column_9,pass,373,286,2023-03-17 05:20:49,Remark
8488,consistency,Check for consistency,SELECT * FROM admins WHERE condition,sales,column_6,fail,207,60,2023-03-07 17:46:54,
6759,completeness,Check for completeness,SELECT * FROM invoice_payments WHERE condition,refunds,column_8,fail,850,298,2023-02-27 02:10:29,
9456,accuracy,Check for accuracy,SELECT * FROM product_webinars WHERE condition,refunds,column_2,fail,381,232,2023-09-24 08:13:12,
6899,completeness,Check for completeness,SELECT * FROM subscribers WHERE condition,orders,column_4,fail,35,6,2023-09-26 20:06:53,
9063,completeness,Check for completeness,SELECT * FROM products WHERE condition,refunds,column_6,fail,929,311,2023-01-28 08:24:53,
9347,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,subscribers,column_7,fail,999,277,2023-09-16 09:57:02,Remark
2250,uniqueness,Check for uniqueness,SELECT * FROM products WHERE condition,subscribers,column_5,pass,680,319,2023-10-15 01:15:26,
594,consistency,Check for consistency,SELECT * FROM users WHERE condition,purchase_transactions,column_7,pass,667,220,2023-07-27 12:05:24,Remark
3092,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,sales,column_4,pass,62,26,2023-04-12 21:26:35,
2304,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,payments,column_6,fail,615,562,2023-06-23 18:09:32,Remark
7396,completeness,Check for completeness,SELECT * FROM orders WHERE condition,discounts,column_5,pass,381,258,2023-10-28 14:23:03,
7724,consistency,Check for consistency,SELECT * FROM orders WHERE condition,refunds,column_7,pass,715,555,2023-01-16 01:00:32,
1669,completeness,Check for completeness,SELECT * FROM purchase_transactions WHERE condition,product_webinars,column_6,pass,418,48,2023-08-30 19:36:18,
9017,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,payments,column_6,pass,973,875,2023-08-09 04:02:39,Remark
575,accuracy,Check for accuracy,SELECT * FROM products WHERE condition,admins,column_10,fail,642,172,2023-06-13 10:30:27,
4415,datafreshness,Check for datafreshness,SELECT * FROM invoices WHERE condition,users,column_3,fail,723,555,2023-10-25 11:07:29,Remark
4478,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,payments,column_10,fail,583,201,2023-07-14 02:05:38,
1207,completeness,Check for completeness,SELECT * FROM payments WHERE condition,invoice_payments,column_8,fail,256,47,2023-08-26 03:54:07,Remark
7885,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,product_webinars,column_10,pass,507,71,2023-05-12 18:19:51,
1804,consistency,Check for consistency,SELECT * FROM subscribers WHERE condition,products,column_3,fail,267,5,2023-01-12 05:22:42,
2309,consistency,Check for consistency,SELECT * FROM invoice_payments WHERE condition,refunds,column_6,pass,860,195,2023-09-06 12:08:06,Remark
4764,uniqueness,Check for uniqueness,SELECT * FROM product_webinars WHERE condition,invoice_payments,column_7,pass,909,312,2023-04-02 19:24:11,Remark
1349,consistency,Check for consistency,SELECT * FROM invoice_payments WHERE condition,sales,column_7,fail,83,1,2023-09-28 11:28:36,
2295,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,subscribers,column_4,fail,111,11,2023-11-23 04:26:55,
1890,completeness,Check for completeness,SELECT * FROM payments WHERE condition,refunds,column_5,fail,200,173,2023-01-15 21:02:09,Remark
2784,completeness,Check for completeness,SELECT * FROM products WHERE condition,admins,column_3,fail,643,269,2023-02-02 20:38:32,Remark
2081,consistency,Check for consistency,SELECT * FROM orders WHERE condition,invoice_payments,column_7,pass,432,158,2023-08-14 20:18:43,
6602,completeness,Check for completeness,SELECT * FROM product_webinars WHERE condition,product_webinars,column_1,fail,188,8,2023-10-29 18:57:15,
9176,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,refunds,column_8,fail,23,2,2023-07-14 11:07:54,Remark
8936,datafreshness,Check for datafreshness,SELECT * FROM refunds WHERE condition,users,column_5,fail,452,87,2023-10-06 13:18:53,
214,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,users,column_6,fail,950,158,2023-02-15 21:17:14,
2926,uniqueness,Check for uniqueness,SELECT * FROM orders WHERE condition,users,column_7,fail,254,164,2023-03-06 14:18:54,Remark
3002,accuracy,Check for accuracy,SELECT * FROM discounts WHERE condition,users,column_3,pass,614,299,2023-03-31 07:51:21,
4128,consistency,Check for consistency,SELECT * FROM users WHERE condition,users,column_7,pass,583,548,2023-05-12 23:30:33,
3367,accuracy,Check for accuracy,SELECT * FROM product_webinars WHERE condition,users,column_5,pass,333,293,2023-05-19 03:37:22,
3277,completeness,Check for completeness,SELECT * FROM invoice_payments WHERE condition,refunds,column_9,pass,260,140,2023-11-13 10:38:57,Remark
7622,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,product_webinars,column_5,fail,360,287,2023-04-05 12:14:14,
6799,datafreshness,Check for datafreshness,SELECT * FROM users WHERE condition,orders,column_5,fail,756,11,2023-11-02 04:49:20,Remark
8884,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,payments,column_8,pass,49,39,2023-05-27 03:09:06,
5148,uniqueness,Check for uniqueness,SELECT * FROM products WHERE condition,subscribers,column_2,fail,998,144,2023-08-06 08:56:00,
492,datafreshness,Check for datafreshness,SELECT * FROM invoices WHERE condition,discounts,column_1,fail,759,98,2023-05-20 05:30:16,
2075,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,users,column_3,pass,575,480,2023-08-13 22:52:17,Remark
7485,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,product_webinars,column_10,pass,653,583,2023-08-09 20:19:33,
7207,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,product_webinars,column_4,pass,6,6,2023-09-19 08:50:57,
3918,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,invoice_payments,column_3,pass,726,189,2023-04-23 19:30:34,Remark
3829,accuracy,Check for accuracy,SELECT * FROM products WHERE condition,purchase_transactions,column_8,pass,524,338,2023-05-03 04:10:11,Remark
5904,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,sales,column_1,fail,50,21,2023-10-12 22:08:54,
3384,consistency,Check for consistency,SELECT * FROM orders WHERE condition,refunds,column_10,pass,564,119,2023-10-31 22:23:32,Remark
4657,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,invoices,column_5,pass,873,353,2023-05-28 15:26:46,Remark
5147,consistency,Check for consistency,SELECT * FROM orders WHERE condition,admins,column_9,pass,434,366,2023-03-18 10:35:09,
1453,datafreshness,Check for datafreshness,SELECT * FROM refunds WHERE condition,refunds,column_3,fail,519,276,2023-02-05 10:30:20,
9877,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,invoices,column_8,pass,190,174,2023-10-16 13:55:31,Remark
8555,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,product_webinars,column_7,fail,32,0,2023-09-16 13:07:28,
3661,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,purchase_transactions,column_4,pass,882,707,2023-07-03 02:20:47,
9175,consistency,Check for consistency,SELECT * FROM invoices WHERE condition,admins,column_3,fail,311,113,2023-06-20 18:23:17,
155,datafreshness,Check for datafreshness,SELECT * FROM refunds WHERE condition,invoices,column_8,fail,385,212,2023-05-08 04:11:46,Remark
523,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,invoice_payments,column_6,fail,642,450,2023-03-13 09:27:31,
1590,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,invoices,column_7,pass,116,64,2023-07-13 00:48:56,Remark
9041,datafreshness,Check for datafreshness,SELECT * FROM refunds WHERE condition,discounts,column_5,pass,872,754,2023-02-15 21:19:26,
2168,datafreshness,Check for datafreshness,SELECT * FROM admins WHERE condition,admins,column_1,pass,112,77,2023-02-05 05:01:23,Remark
8523,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,subscribers,column_1,pass,236,219,2023-08-09 20:35:59,
7905,uniqueness,Check for uniqueness,SELECT * FROM refunds WHERE condition,refunds,column_7,fail,241,149,2023-10-15 14:04:14,
6560,uniqueness,Check for uniqueness,SELECT * FROM orders WHERE condition,discounts,column_6,pass,253,19,2023-03-22 18:07:07,Remark
7157,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,orders,column_2,pass,494,27,2023-05-09 07:48:35,
7997,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,product_webinars,column_2,pass,103,45,2023-08-05 07:53:08,Remark
6910,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,admins,column_3,pass,419,166,2023-02-13 10:59:51,Remark
9277,completeness,Check for completeness,SELECT * FROM subscribers WHERE condition,payments,column_2,pass,361,83,2023-08-04 08:53:08,
5180,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,admins,column_9,pass,406,329,2023-09-06 06:39:05,
9010,accuracy,Check for accuracy,SELECT * FROM invoice_payments WHERE condition,products,column_4,fail,294,4,2023-10-18 04:56:50,Remark
6235,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,subscribers,column_10,pass,242,217,2023-04-17 09:18:44,Remark
7595,completeness,Check for completeness,SELECT * FROM sales WHERE condition,payments,column_7,pass,465,380,2023-10-04 19:38:25,Remark
2743,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,sales,column_6,fail,995,542,2023-10-25 08:00:59,
9195,accuracy,Check for accuracy,SELECT * FROM invoices WHERE condition,admins,column_4,pass,489,14,2023-01-16 18:30:52,Remark
3104,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,invoices,column_8,pass,573,289,2023-10-24 20:51:34,
5150,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,users,column_8,pass,622,338,2023-06-08 18:36:58,
367,consistency,Check for consistency,SELECT * FROM payments WHERE condition,products,column_8,fail,533,189,2023-09-02 10:40:00,Remark
3905,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,discounts,column_10,fail,732,579,2023-09-25 20:42:48,
468,completeness,Check for completeness,SELECT * FROM users WHERE condition,admins,column_8,fail,517,302,2023-10-20 21:32:46,
1180,datafreshness,Check for datafreshness,SELECT * FROM sales WHERE condition,refunds,column_7,pass,539,278,2023-11-24 17:03:56,
235,consistency,Check for consistency,SELECT * FROM users WHERE condition,purchase_transactions,column_1,fail,505,312,2023-09-16 17:27:15,Remark
4246,datafreshness,Check for datafreshness,SELECT * FROM users WHERE condition,invoice_payments,column_8,fail,976,445,2023-07-24 08:49:11,Remark
8127,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,product_webinars,column_9,pass,320,242,2023-05-19 13:27:04,Remark
9747,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,refunds,column_6,pass,961,57,2023-02-15 14:20:47,
5645,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,product_webinars,column_9,fail,398,367,2023-09-01 03:13:20,Remark
7344,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,discounts,column_9,pass,839,642,2023-06-13 18:46:15,
9577,datafreshness,Check for datafreshness,SELECT * FROM purchase_transactions WHERE condition,invoices,column_6,fail,58,3,2023-10-03 20:16:07,Remark
2462,completeness,Check for completeness,SELECT * FROM invoice_payments WHERE condition,products,column_6,pass,616,232,2023-08-11 19:55:04,
212,datafreshness,Check for datafreshness,SELECT * FROM invoice_payments WHERE condition,product_webinars,column_9,fail,556,147,2023-09-12 07:46:35,Remark
6817,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,product_webinars,column_4,pass,409,316,2023-11-17 08:55:20,Remark
81,consistency,Check for consistency,SELECT * FROM subscribers WHERE condition,users,column_9,pass,792,248,2023-10-08 01:21:12,Remark
8009,accuracy,Check for accuracy,SELECT * FROM product_webinars WHERE condition,refunds,column_9,pass,549,270,2023-09-02 02:28:30,Remark
8050,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,subscribers,column_6,pass,707,578,2023-10-21 04:38:02,Remark
5367,completeness,Check for completeness,SELECT * FROM sales WHERE condition,products,column_3,pass,304,155,2023-06-05 00:00:36,
3277,consistency,Check for consistency,SELECT * FROM subscribers WHERE condition,purchase_transactions,column_3,pass,14,8,2023-08-21 08:12:56,
121,uniqueness,Check for uniqueness,SELECT * FROM product_webinars WHERE condition,subscribers,column_4,fail,860,541,2023-02-06 06:20:42,
6889,consistency,Check for consistency,SELECT * FROM products WHERE condition,purchase_transactions,column_9,fail,471,344,2023-04-10 05:11:12,Remark
175,accuracy,Check for accuracy,SELECT * FROM purchase_transactions WHERE condition,products,column_3,fail,783,499,2023-11-08 09:59:42,
2006,consistency,Check for consistency,SELECT * FROM sales WHERE condition,users,column_9,pass,157,26,2023-11-13 11:38:51,
3964,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,sales,column_3,pass,196,139,2023-05-02 01:14:13,Remark
9467,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,refunds,column_5,pass,203,4,2023-09-29 14:04:45,Remark
9234,consistency,Check for consistency,SELECT * FROM products WHERE condition,purchase_transactions,column_2,fail,468,186,2023-01-14 07:42:30,
1159,consistency,Check for consistency,SELECT * FROM admins WHERE condition,products,column_3,pass,910,726,2023-06-23 22:57:21,
202,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,sales,column_7,pass,145,95,2023-09-22 05:57:02,Remark
4023,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,purchase_transactions,column_4,pass,900,266,2023-08-14 18:09:04,Remark
5748,datafreshness,Check for datafreshness,SELECT * FROM payments WHERE condition,payments,column_2,pass,302,231,2023-05-20 09:53:05,Remark
7397,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,discounts,column_6,fail,789,616,2023-11-07 00:09:40,
2476,uniqueness,Check for uniqueness,SELECT * FROM discounts WHERE condition,admins,column_8,fail,481,145,2023-02-05 00:39:49,
5872,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,admins,column_10,pass,776,366,2023-06-12 14:07:43,Remark
2212,consistency,Check for consistency,SELECT * FROM admins WHERE condition,users,column_10,fail,794,650,2023-02-21 05:05:46,Remark
3933,datafreshness,Check for datafreshness,SELECT * FROM refunds WHERE condition,invoices,column_3,pass,687,631,2023-07-29 10:23:52,Remark
7802,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,discounts,column_7,pass,550,437,2023-02-16 01:34:02,
186,accuracy,Check for accuracy,SELECT * FROM discounts WHERE condition,payments,column_3,fail,285,231,2023-10-12 20:59:48,
4793,completeness,Check for completeness,SELECT * FROM admins WHERE condition,invoice_payments,column_6,pass,281,178,2023-02-05 11:32:28,
6504,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,products,column_8,pass,947,608,2023-01-29 21:18:30,Remark
2000,completeness,Check for completeness,SELECT * FROM products WHERE condition,refunds,column_4,fail,569,373,2023-11-15 15:32:55,Remark
9354,datafreshness,Check for datafreshness,SELECT * FROM invoices WHERE condition,users,column_2,fail,129,44,2023-01-23 15:12:47,
3852,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,admins,column_9,fail,499,260,2023-02-08 19:52:03,Remark
1617,completeness,Check for completeness,SELECT * FROM payments WHERE condition,products,column_2,pass,124,81,2023-07-06 05:40:04,
7712,completeness,Check for completeness,SELECT * FROM invoice_payments WHERE condition,sales,column_8,pass,893,619,2023-07-17 22:37:45,Remark
8356,consistency,Check for consistency,SELECT * FROM admins WHERE condition,refunds,column_4,pass,43,40,2023-01-15 22:00:26,Remark
4574,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,products,column_9,pass,848,373,2023-10-13 13:33:34,Remark
3507,uniqueness,Check for uniqueness,SELECT * FROM product_webinars WHERE condition,refunds,column_3,pass,600,237,2023-09-05 17:10:36,Remark
4982,consistency,Check for consistency,SELECT * FROM invoices WHERE condition,orders,column_3,fail,367,54,2023-02-25 21:56:19,Remark
9001,uniqueness,Check for uniqueness,SELECT * FROM sales WHERE condition,invoice_payments,column_4,fail,388,95,2023-03-14 03:44:26,Remark
4214,datafreshness,Check for datafreshness,SELECT * FROM admins WHERE condition,orders,column_1,fail,966,751,2023-09-20 03:51:23,
4263,uniqueness,Check for uniqueness,SELECT * FROM purchase_transactions WHERE condition,refunds,column_3,pass,879,684,2023-11-04 17:02:19,
1001,consistency,Check for consistency,SELECT * FROM users WHERE condition,products,column_10,fail,403,247,2023-01-26 09:15:03,
1701,consistency,Check for consistency,SELECT * FROM sales WHERE condition,payments,column_7,pass,815,194,2023-10-15 15:45:34,Remark
3110,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,discounts,column_3,pass,910,390,2023-03-05 14:18:32,
9154,completeness,Check for completeness,SELECT * FROM subscribers WHERE condition,sales,column_6,fail,973,913,2023-09-17 01:36:44,
6714,uniqueness,Check for uniqueness,SELECT * FROM purchase_transactions WHERE condition,purchase_transactions,column_6,fail,382,183,2023-06-17 13:04:19,Remark
2034,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,product_webinars,column_2,fail,651,84,2023-04-03 06:31:08,
5011,accuracy,Check for accuracy,SELECT * FROM invoices WHERE condition,invoices,column_4,fail,593,140,2023-04-19 12:31:03,
9331,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,invoices,column_9,pass,107,84,2023-04-28 04:19:08,
3157,completeness,Check for completeness,SELECT * FROM payments WHERE condition,admins,column_6,fail,676,208,2023-08-09 16:06:00,
8697,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,products,column_6,pass,838,424,2023-02-12 02:40:09,Remark
6735,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,invoice_payments,column_4,fail,333,277,2023-04-22 09:53:06,Remark
7916,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,admins,column_10,pass,243,94,2023-05-08 17:05:45,
2520,uniqueness,Check for uniqueness,SELECT * FROM products WHERE condition,admins,column_1,fail,845,54,2023-01-10 17:40:23,Remark
9035,consistency,Check for consistency,SELECT * FROM sales WHERE condition,subscribers,column_9,fail,337,207,2023-03-20 13:31:53,
4342,accuracy,Check for accuracy,SELECT * FROM discounts WHERE condition,invoices,column_7,pass,654,134,2023-03-10 07:00:00,
4101,completeness,Check for completeness,SELECT * FROM admins WHERE condition,purchase_transactions,column_7,fail,187,27,2023-05-13 07:56:27,Remark
3109,consistency,Check for consistency,SELECT * FROM products WHERE condition,products,column_9,pass,660,293,2023-01-26 17:37:42,
5205,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,payments,column_1,pass,720,487,2023-10-09 22:57:56,Remark
